,id_AS14.01,id_AS14.02,id_AS14.03,id_AS14.05,id_AS14.06,id_AS14.07,id_AS14.08,id_AS14.09,id_AS14.12,id_AS14.13,id_AS14.14,id_AS14.15,id_AS14.16,id_AS14.17,id_AS14.19,id_AS14.20,id_AS14.23,id_AS14.24,id_AS14.25,id_AS14.26,id_AS14.27,id_AS14.28,id_AS14.29,id_AS14.30,id_AS14.31,id_AS14.32,id_AS14.33,mood,circumplex.arousal,circumplex.valence,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,asleep,active,missing_hour,prev_mood,"sin(1,freq=W-SUN)","cos(1,freq=W-SUN)","sin(2,freq=W-SUN)","cos(2,freq=W-SUN)","sin(3,freq=W-SUN)","cos(3,freq=W-SUN)",day,dayofweek,is_weekend,dayofyear,quarter
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714285714285713,0.4375,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.3568958678922095,0.27747906604368566,0.0,0.0990311320975808,0.8019377358048382,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48571428571428554,0.5,0.4871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6696428571428571,0.7225209339563144,5.551115123125783e-17,0.0990311320975808,0.8019377358048383,1.0,0.3568958678922097,0.8666666666666667,0.5,0.0,0.011904761904761973,0.0
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46285714285714286,0.55,0.4461538461538462,0.26727459629175354,0.011693437075186948,0.13813083479987157,0.0757472521714792,0.032141222371905614,0.0,0.07843088066874311,0.06700950309110983,0.3720556296189403,0.1196354285803751,0.0,0.3268061155938785,0.0,0.36363636363636365,0.2537935782863954,0.0,0.3181818181818182,0.18181818181818182,0.041666666666666664,0.6785714285714285,0.27747906604368566,0.0,0.900968867902419,0.8019377358048385,0.0,0.3568958678922093,0.6666666666666666,0.6666666666666666,0.0,0.27380952380952384,0.0
3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971428571428571,0.65,0.5384615384615385,0.3285575640628205,0.007032700297910454,0.15979871174450025,0.010106960458027987,0.018305960381093334,0.0,0.0,0.03392176147205023,0.06312239781085911,0.014199232017125911,0.0,0.194505296883882,0.0,0.18181818181818182,0.04669531895580436,0.16666666666666666,0.045454545454545456,0.18181818181818182,0.3333333333333333,0.6642857142857143,0.0,0.3568958678922094,0.7225209339563146,1.1102230246251565e-16,0.900968867902419,0.8019377358048385,0.7,0.8333333333333333,1.0,0.2857142857142857,0.0
4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5657142857142856,0.55,0.6307692307692307,0.1856107122845042,0.007377683276300306,0.13521247598121783,0.010653873902726471,0.028273875441993054,0.0,0.0,0.025170256010913803,0.11335648659759545,0.0,0.0,0.04975205415740788,0.08280985564279426,0.0,0.06937327718073003,0.0,0.045454545454545456,0.0,0.375,0.6857142857142857,0.0990311320975808,0.8019377358048383,0.0,0.3568958678922093,0.2774790660436859,0.0,0.7333333333333333,1.0,1.0,0.29761904761904767,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.7,0.38461538461538464,0.1642808272662577,0.004301370152200962,0.12650512276639844,0.031351739728263876,0.029623414535849747,0.0,0.00201356109987263,0.023004845990612866,0.19071210375631237,0.03195769251815866,0.0,0.2955621931683117,0.0,0.36363636363636365,0.09343223053075174,0.0,0.4545454545454546,0.0,0.0,0.7285714285714285,0.5,1.0,0.5,1.0,0.5,1.0,0.7666666666666667,0.0,0.0,0.30952380952380953,0.0
6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5571428571428572,0.625,0.5384615384615385,0.20467026861237514,0.008788680126635341,0.16856443111035008,0.014773377587764282,0.02804652750454044,0.0,0.0,0.04325860162901739,0.214663198134736,0.0,0.048332274523792414,0.07371790605136685,0.0,0.0,0.3001248386649616,0.16666666666666666,0.3181818181818182,0.09090909090909091,0.0,0.6428571428571428,0.900968867902419,0.8019377358048384,1.0,0.3568958678922095,0.7225209339563144,1.6653345369377348e-16,0.8,0.16666666666666666,0.0,0.3214285714285715,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314285714285714,0.45,0.5692307692307692,0.21077497834566775,0.007424203776669924,0.16179348869228516,0.12741754785252576,0.04545308467939814,0.0,0.0,0.03369882620260184,0.4611411847372081,0.0,0.0,0.0551744095912356,0.0,0.0,0.17002473640643856,0.0,0.36363636363636365,0.09090909090909091,0.0,0.7232142857142857,1.0,0.3568958678922095,0.27747906604368566,0.0,0.0990311320975808,0.8019377358048382,0.8333333333333334,0.3333333333333333,0.0,0.33333333333333337,0.0
8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999999,0.55,0.6307692307692307,0.3042110828616617,0.005822733804373369,0.2540613976139181,0.05823393569549834,0.03667011488562248,0.0,0.01901808087186824,0.020230770839306356,0.21256565014022347,0.009004456020081696,0.0,0.08308573200351405,0.0,0.09090909090909091,0.10451033006975556,0.16666666666666666,0.4090909090909091,0.2727272727272727,0.08333333333333333,0.7071428571428571,0.7225209339563144,5.551115123125783e-17,0.0990311320975808,0.8019377358048383,1.0,0.3568958678922097,0.8666666666666667,0.5,0.0,0.34523809523809523,0.0
9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971428571428571,0.35,0.5692307692307692,0.19910258215485968,0.03398256394614431,0.06367120756157404,0.11416350664410305,0.0658635877632524,0.02173368791761172,0.0,0.07809681715834262,0.09641923726847895,0.10610010248593707,0.0,0.14038413174168432,0.0,0.18181818181818182,0.05880519368916373,0.0,0.4545454545454546,0.09090909090909091,0.0,0.75,0.27747906604368566,0.0,0.900968867902419,0.8019377358048385,0.0,0.3568958678922093,0.9,0.6666666666666666,0.0,0.3571428571428571,0.0
